WigleWifi-1.4,appRelease=v1.4.1,model=ESP32 Marauder,release=v1.4.1,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
2C:67:BE:08:A8:67,Thewalker,[WPA2_PSK],2025-5-6 12:1:57,6,-85,30.4350147,-97.6824188,226.30,1.50,WIFI
AC:8F:A9:5E:58:A4,Texastea20,[WPA2_PSK],2025-5-6 12:1:59,8,-84,30.4350758,-97.6823730,226.00,1.50,WIFI
9C:3D:CF:48:CD:13,,[WPA2_PSK],2025-5-6 12:2:0,9,-78,30.4351082,-97.6823654,226.00,1.50,WIFI
88:DE:7C:7A:20:7D,Shack And Oyster,[WPA2_PSK],2025-5-6 12:2:2,11,-79,30.4351635,-97.6823883,225.90,1.50,WIFI
02:0E:58:3F:E5:90,SNS/AhEDASAAAAAOWD/lkAA=,[OPEN],2025-5-6 12:2:2,11,-81,30.4351635,-97.6823883,225.90,1.50,WIFI
B4:FB:E4:44:DD:C9,BullDogReturns,[WPA2_PSK],2025-5-6 12:2:6,1,-65,30.4352283,-97.6824875,226.10,1.50,WIFI
80:2A:A8:94:4C:8F,WebbDDS,[WPA2_PSK],2025-5-6 12:2:6,1,-73,30.4352283,-97.6824875,226.10,1.50,WIFI
A2:B5:3C:43:99:FB,spectrumwifi87,[WPA2_PSK],2025-5-6 12:2:6,1,-85,30.4352283,-97.6824875,226.10,1.50,WIFI
80:69:1A:32:1B:DD,king's LANding,[WPA2_PSK],2025-5-6 12:2:9,4,-80,30.4352627,-97.6825714,226.30,1.50,WIFI
86:69:1A:32:1B:DD,,[WPA2_PSK],2025-5-6 12:2:9,4,-87,30.4352627,-97.6825714,226.30,1.50,WIFI
14:7D:05:81:C6:0B,SpectrumSetup-B0,[WPA2_PSK],2025-5-6 12:2:11,6,-85,30.4352875,-97.6826172,226.40,1.50,WIFI
52:91:E3:A8:F0:E2,,[WPA2_PSK],2025-5-6 12:2:14,9,-71,30.4353313,-97.6826782,226.50,1.50,WIFI
1C:5F:2B:0B:1F:C4,StateFarm24,[WPA_WPA2_PSK],2025-5-6 12:2:15,10,-75,30.4353485,-97.6826935,226.60,1.50,WIFI
96:46:9D:3D:48:4F,,[WPA2_PSK],2025-5-6 12:2:16,11,-68,30.4353657,-97.6827164,226.70,1.50,WIFI
A2:46:9D:3D:48:4F,CRAWFISHSHACKANDOYSTERBAR_Guest,[WPA2_PSK],2025-5-6 12:2:16,11,-70,30.4353657,-97.6827164,226.70,1.50,WIFI
AE:46:9D:3D:48:4F,CRAWFISHSHACKANDOYSTERBAR_Office,[WPA2_PSK],2025-5-6 12:2:16,11,-71,30.4353657,-97.6827164,226.70,1.50,WIFI
A8:46:9D:3D:48:4F,CRAWFISHSHACKANDOYSTERBAR_POS,[WPA2_PSK],2025-5-6 12:2:16,11,-72,30.4353657,-97.6827164,226.70,1.50,WIFI
8A:15:04:99:39:24,,[WPA2_PSK],2025-5-6 12:2:16,11,-78,30.4353657,-97.6827164,226.70,1.50,WIFI
8A:15:04:99:39:27,,[WPA2_PSK],2025-5-6 12:2:16,11,-78,30.4353657,-97.6827164,226.70,1.50,WIFI
14:7D:05:E8:71:83,SpectrumSetup-81,[WPA2_PSK],2025-5-6 12:2:18,1,-54,30.4354038,-97.6827850,226.90,1.50,WIFI
78:D2:94:6A:45:38,NETGEAR87,[WPA2_PSK],2025-5-6 12:2:18,1,-78,30.4354038,-97.6827850,226.90,1.50,WIFI
90:CA:FA:4F:87:4B,searching…,[WPA2_PSK],2025-5-6 12:2:18,1,-78,30.4354038,-97.6827850,226.90,1.50,WIFI
00:04:56:11:BE:18,7456987456,[WPA2_PSK],2025-5-6 12:2:18,1,-89,30.4354038,-97.6827850,226.90,1.50,WIFI
B2:6E:84:8B:2B:4A,,[WPA2_PSK],2025-5-6 12:2:21,3,-86,30.4354649,-97.6829071,227.10,1.50,WIFI
6E:F2:D8:06:E1:E5,06E1E5-TS3700series,[WPA2_PSK],2025-5-6 12:2:21,3,-87,30.4354649,-97.6829071,227.10,1.50,WIFI
EC:C3:02:53:73:C4,ATTwpSWykW,[WPA2_PSK],2025-5-6 12:2:24,6,-78,30.4354954,-97.6830368,227.40,1.50,WIFI
DA:B3:70:A5:08:E1,,[WPA2_PSK],2025-5-6 12:2:24,6,-80,30.4354954,-97.6830368,227.40,1.50,WIFI
B0:FC:88:17:55:BF,Megenagna-Mart-Cafe,[WPA2_PSK],2025-5-6 12:2:29,11,-59,30.4353886,-97.6831894,227.50,1.50,WIFI
5C:35:FC:08:3A:A9,SpookyHouse,[WPA2_PSK],2025-5-6 12:2:29,11,-82,30.4353886,-97.6831894,227.50,1.50,WIFI
DA:B3:70:94:21:E9,Centex-Guest,[WPA2_PSK],2025-5-6 12:2:32,1,-73,30.4352684,-97.6832657,227.70,1.50,WIFI
D8:B3:70:F4:21:E9,Centex,[WPA2_PSK],2025-5-6 12:2:32,1,-74,30.4352684,-97.6832657,227.70,1.50,WIFI
DA:B3:70:A4:21:E9,,[WPA2_PSK],2025-5-6 12:2:32,1,-75,30.4352684,-97.6832657,227.70,1.50,WIFI
E0:CB:BC:92:73:7D,About Your Car’s Warranty,[WPA2_PSK],2025-5-6 12:2:32,1,-81,30.4352684,-97.6832657,227.70,1.50,WIFI
DA:B3:70:A4:2B:61,,[WPA2_PSK],2025-5-6 12:2:37,6,-77,30.4351063,-97.6833649,228.10,1.50,WIFI
90:CA:FA:62:3A:2C,Little Brother,[WPA2_PSK],2025-5-6 12:2:37,6,-91,30.4351063,-97.6833649,228.10,1.50,WIFI
88:DE:7C:EB:04:E9,SpectrumSetup-EB,[WPA2_PSK],2025-5-6 12:2:42,11,-87,30.4349709,-97.6834488,228.30,1.50,WIFI
0C:83:CC:BB:D2:E5,tlbbd2e5,[WPA2_PSK],2025-5-6 12:2:45,1,-64,30.4348526,-97.6835251,228.40,1.50,WIFI
DE:CB:BC:96:FC:6E,,[WPA2_PSK],2025-5-6 12:2:45,1,-79,30.4348526,-97.6835251,228.40,1.50,WIFI
E6:CB:BC:96:FC:6E,Zero Foxtrot Guest,[OPEN],2025-5-6 12:2:45,1,-80,30.4348526,-97.6835251,228.40,1.50,WIFI
7C:DB:98:11:90:95,MySpectrumWiFi97-2G,[WPA2_PSK],2025-5-6 12:2:55,11,-60,30.4345398,-97.6836319,228.80,1.50,WIFI
44:65:7F:B3:B7:7D,JME Services,[WPA_WPA2_PSK],2025-5-6 12:2:55,11,-73,30.4345398,-97.6836319,228.80,1.50,WIFI
DE:CB:BC:92:73:7D,,[WPA2_PSK],2025-5-6 12:2:58,1,-60,30.4345341,-97.6835709,228.90,1.50,WIFI
52:57:9C:E5:CD:28,DIRECT-3k-EPSON-WF-4830 Series,[WPA2_PSK],2025-5-6 12:2:58,1,-87,30.4345341,-97.6835709,228.90,1.50,WIFI
AE:6E:84:8B:27:FE,SOS_Wells_Branch_Guest,[WPA2_PSK],2025-5-6 12:3:0,3,-87,30.4345627,-97.6835403,229.00,1.50,WIFI
F2:A3:B2:38:ED:3F,,[WPA2_PSK],2025-5-6 12:3:8,11,-77,30.4345665,-97.6835403,230.40,1.50,WIFI
A8:9A:93:90:02:3E,MySpectrumWiFi38-2G,[WPA2_PSK],2025-5-6 12:3:11,1,-76,30.4345474,-97.6835632,233.20,1.50,WIFI
AE:6E:84:8B:2B:4A,SOS_Wells_Branch_Guest,[WPA2_PSK],2025-5-6 12:3:26,3,-91,30.4345093,-97.6835861,236.50,1.50,WIFI
C8:B4:22:45:76:45,MySpectrumWiFi47-2G,[WPA2_PSK],2025-5-6 12:3:29,6,-84,30.4345112,-97.6835861,236.60,1.50,WIFI
AC:91:9B:9C:72:EA,Razos,[WPA2_PSK],2025-5-6 12:3:37,1,-89,30.4345188,-97.6835785,236.70,1.50,WIFI
B2:6E:84:8B:27:FE,,[WPA2_PSK],2025-5-6 12:3:39,3,-83,30.4345188,-97.6835785,236.70,1.50,WIFI
3A:CA:84:A3:56:DF,DIRECT-DF-HP 3001dw LJ,[WPA2_PSK],2025-5-6 12:3:42,6,-89,30.4345207,-97.6835785,236.60,1.50,WIFI
34:49:5B:CB:85:66,LaCarls,[WPA2_PSK],2025-5-6 12:3:47,11,-76,30.4345207,-97.6835785,236.30,1.50,WIFI
E0:CB:BC:96:FC:6E,Zero Foxtrot Corporate,[WPA2_PSK],2025-5-6 12:3:50,1,-84,30.4345226,-97.6835785,236.00,1.50,WIFI
D2:21:F9:19:DD:8E,IoTURface,[WPA2_PSK],2025-5-6 12:3:55,6,-69,30.4345226,-97.6835709,235.70,1.50,WIFI
D2:21:F9:29:DD:8E,,[WPA2_PSK],2025-5-6 12:3:55,6,-69,30.4345226,-97.6835709,235.70,1.50,WIFI
A6:4E:74:E1:DA:67,,[WPA2_PSK],2025-5-6 12:3:55,6,-92,30.4345226,-97.6835709,235.70,1.50,WIFI
D8:A7:56:6C:F1:D6,MySpectrumWiFid0-2G,[WPA2_PSK],2025-5-6 12:4:0,11,-61,30.4345226,-97.6835785,235.30,1.50,WIFI
E0:CB:BC:92:73:A5,About Your Car’s Warranty,[WPA2_PSK],2025-5-6 12:4:0,11,-68,30.4345226,-97.6835785,235.30,1.50,WIFI
A4:11:62:35:46:53,f75a8121084823964b11daefe6e8ffde,[WPA2_PSK],2025-5-6 12:4:0,11,-76,30.4345226,-97.6835785,235.30,1.50,WIFI
B6:91:9B:9C:72:EA,Verizon_PGQVH3-IoT,[WPA2_PSK],2025-5-6 12:4:3,1,-82,30.4345226,-97.6835785,235.20,1.50,WIFI
A4:97:33:DC:85:21,SpicyWater,[WPA2_PSK],2025-5-6 12:4:3,1,-89,30.4345226,-97.6835785,235.20,1.50,WIFI
24:E5:0F:5F:D3:BE,searching…,[WPA2_PSK],2025-5-6 12:4:3,1,-90,30.4345226,-97.6835785,235.20,1.50,WIFI
44:AD:B1:49:2F:46,Strongfam07,[WPA2_PSK],2025-5-6 12:4:3,1,-90,30.4345226,-97.6835785,235.20,1.50,WIFI
D0:21:F9:79:DD:8E,DropItLikeItsHotspot,[WPA2_WPA3_PSK],2025-5-6 12:4:8,6,-75,30.4345245,-97.6835785,234.80,1.50,WIFI
92:32:4B:69:B6:A2,DIRECT-a2-HP M281 LaserJet,[WPA2_PSK],2025-5-6 12:4:8,6,-81,30.4345245,-97.6835785,234.80,1.50,WIFI
90:CA:FA:6B:17:CC,SafeHouse,[WPA2_PSK],2025-5-6 12:4:8,6,-94,30.4345245,-97.6835785,234.80,1.50,WIFI
98:1E:19:20:CB:96,MySpectrumWiFi90-2G,[WPA2_PSK],2025-5-6 12:4:13,11,-81,30.4345245,-97.6835785,234.50,1.50,WIFI
A8:9A:93:A3:E1:1E,MySpectrumWiFi18-2G,[WPA2_PSK],2025-5-6 12:4:16,1,-82,30.4345245,-97.6835785,234.30,1.50,WIFI
30:E1:71:D2:F6:0F,DIRECT-0B-HP OfficeJet Pro 8710,[WPA2_PSK],2025-5-6 12:4:16,1,-88,30.4345245,-97.6835785,234.30,1.50,WIFI
00:1E:C0:43:C4:2C,XR16-43-C4-2C,[OPEN],2025-5-6 12:4:16,1,-90,30.4345245,-97.6835785,234.30,1.50,WIFI
A8:6E:84:8B:24:52,SOS_Wells_Branch,[WPA2_PSK],2025-5-6 12:4:18,3,-93,30.4345245,-97.6835785,234.20,1.50,WIFI
08:7B:12:52:3D:E2,SpectrumSetup-DC,[WPA2_PSK],2025-5-6 12:4:21,6,-77,30.4345245,-97.6835785,234.00,1.50,WIFI
84:18:3A:62:C7:F3,Recover.Me-22C7F0,[WPA2_PSK],2025-5-6 12:4:29,1,-75,30.4345245,-97.6835785,233.50,1.50,WIFI

